title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Audio Details,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Package Dimensions,tech_Number of USB 2.0 Ports,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Number of USB 3.0 Ports,tech_Power Source,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Lithium Metal Cells,tech_Notebook Display Technology,tech_Graphics Card Ram Size,tech_Number of Ethernet Ports,tech_Front Webcam Resolution,tech_Hardware Platform,tech_Hard Disk Rotational Speed
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch (39.6cm) FHD Laptop, Intel UHD Graphics, HD Camera, Dual Speakers, fy5011TU","37,990",https://www.amazon.in/HP-i3-1215U-Anti-Glare-15-6-inch-Graphics/dp/B0D4LZMJ5Z/ref=sr_1_11?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2-noLsPm-EjcoJm2eoJ7rPZ-y-BQjwhI4FLv-Pu537t1MRlfUnOXdy0tUJJCVdbiZ2MTAhs9BO5djFBUCCogti-0GJgHLkhlDZfVepe_a8Kg05iqxqKAWXcE8Ie-KXe1zYbaTkZNvzagfGuyMhAfZVmW_Pb81tNcdis_dcKwoMCYmIXfTbq8vPfa9xwMK9qpuI3Q_jpPKACUqDxQ3oESsjd4DOCDemQxJDHceM4z2tcw4Mx3ZR5hvuK-NjIeeu8dY.s3kRWVcKMD5bHExq5wVZLibICG38qfrhNYbrp2BgKvU&dib_tag=se&qid=1737525701&s=computers&sr=1-11,2025-01-22 11:42:30,HP,HP,HP Laptop,"Silver, 512GB SSD",Laptop,52.1 Centimeters,30.7 Centimeters,15.6 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,6.9 x 30.7 x 52.1 cm; 2.39 kg,1 Lithium Ion batteries required. (included),A4KF2PA,Intel,Intel Core i3,4.4 GHz,1,8,DDR4,,8 GB,512 GB,SSD,USB-C,Headphones,,Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,Integrated,Wi-Fi,Bluetooth,1,,,Windows 11 Home,,Yes,41 Watt Hours,3,"Laptop, Power Adapter, User Manual",China,2 kg 390 g,B0D4LZMJ5Z,"3.9
167 ratings
3.9 out of 5 stars","#788 in Computers & Accessories (See Top 100 in Computers & Accessories)
#17 in Traditional Laptops",20 May 2024,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030",6.9 x 30.7 x 52.1 Centimeters,1 Count,Laptop,,,,,,,,,,,,,,,
"HP Victus, 12th Gen Intel Core i5-12450H, NVIDIA RTX 2050, 16GB DDR4, 512GB SSD (Win11, Office21, Blue, 2.3kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) Gaming Laptop, Enhanced Cooling, fa1227TX/fa1314TX","62,990",https://www.amazon.in/HP-i5-12450H-15-6-inch-Response-fa1373TX/dp/B0D2DDJ6PJ/ref=sr_1_12?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2-noLsPm-EjcoJm2eoJ7rPZ-y-BQjwhI4FLv-Pu537t1MRlfUnOXdy0tUJJCVdbiZ2MTAhs9BO5djFBUCCogti-0GJgHLkhlDZfVepe_a8Kg05iqxqKAWXcE8Ie-KXe1zYbaTkZNvzagfGuyMhAfZVmW_Pb81tNcdis_dcKwoMCYmIXfTbq8vPfa9xwMK9qpuI3Q_jpPKACUqDxQ3oESsjd4DOCDemQxJDHceM4z2tcw4Mx3ZR5hvuK-NjIeeu8dY.s3kRWVcKMD5bHExq5wVZLibICG38qfrhNYbrp2BgKvU&dib_tag=se&qid=1737525701&s=computers&sr=1-12,2025-01-22 11:42:30,HP,HP,HP Laptop,"Blue, 16GB RAM",Laptop,52.2 Centimeters,30.5 Centimeters,39.6 Centimetres,1920 x 1080 pixel,,7 x 30.5 x 52.2 cm; 3.11 kg,1 Lithium Ion batteries required. (included),15-Fa1227Tx,Intel,Intel Core i5,4.4 GHz,1,16 GB,DDR4,,16 GB,512 GB,SSD,,Headphones,,,Intel,Dedicated,GDDR6,Integrated,Wi-Fi,Bluetooth,,11.6 Volts,,Windows 11 Home,,Yes,52.5 Watt Hours,3,"Laptop, Charger, User Manual",China,3 kg 110 g,B0D2DDJ6PJ,"4.0
497 ratings
4.0 out of 5 stars","#806 in Computers & Accessories (See Top 100 in Computers & Accessories)
#20 in Traditional Laptops",22 April 2024,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",7 x 30.5 x 52.2 Centimeters,1 Count,Laptop,,,,,,,,,,,4 GB,,,,
"ASUS TUF Gaming A15, AMD Ryzen 7 7435Hs, 15.6-Inch, FHD 144Hz, Gaming Laptop (16GB RAM/512GB SSD/NVIDIA Geforce RTX 3050/Windows 11/48WHR/Graphite Black/2.3 Kg), FA506NCR-HN054W","63,990",https://www.amazon.in/ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J/ref=sr_1_13?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2-noLsPm-EjcoJm2eoJ7rPZ-y-BQjwhI4FLv-Pu537t1MRlfUnOXdy0tUJJCVdbiZ2MTAhs9BO5djFBUCCogti-0GJgHLkhlDZfVepe_a8Kg05iqxqKAWXcE8Ie-KXe1zYbaTkZNvzagfGuyMhAfZVmW_Pb81tNcdis_dcKwoMCYmIXfTbq8vPfa9xwMK9qpuI3Q_jpPKACUqDxQ3oESsjd4DOCDemQxJDHceM4z2tcw4Mx3ZR5hvuK-NjIeeu8dY.s3kRWVcKMD5bHExq5wVZLibICG38qfrhNYbrp2BgKvU&dib_tag=se&qid=1737525701&s=computers&sr=1-13,2025-01-22 11:42:30,ASUS,ASUS,TUF Gaming F15,"Graphite Black, R7 | RTX 3050",Ultra-Portable,43.2 Centimeters,31 Centimeters,15.6 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,10.4 x 31 x 43.2 cm; 2.3 kg,1 Lithium Ion batteries required. (included),FA506NCR-HN054W,AMD,AMD Ryzen 7,3.1 GHz,8,16,DDR5,DDR5 RAM,32 GB,512 GB,SSD,,Headphones,DTS Software,NVIDIA GeForce RTX 3050,NVIDIA,Dedicated,GDDR6,PCI Express,Wi-Fi,,,240 Volts,,Windows 11 Home,,Yes,48 Watt Hours,3,"Laptop, Adapter & User Manuals",China,2 kg 300 g,B0D5DFR78J,"4.0
398 ratings
4.0 out of 5 stars","#613 in Computers & Accessories (See Top 100 in Computers & Accessories)
#11 in Traditional Laptops",28 May 2024,"TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",10.4 x 31 x 43.2 Centimeters,1 Count,Laptop,,,No Optical Storage,,,,,,,,4 GB,,,,
(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Intel Graphics),"18,355",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0DMTPY8PJ/ref=sr_1_14?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2-noLsPm-EjcoJm2eoJ7rPZ-y-BQjwhI4FLv-Pu537t1MRlfUnOXdy0tUJJCVdbiZ2MTAhs9BO5djFBUCCogti-0GJgHLkhlDZfVepe_a8Kg05iqxqKAWXcE8Ie-KXe1zYbaTkZNvzagfGuyMhAfZVmW_Pb81tNcdis_dcKwoMCYmIXfTbq8vPfa9xwMK9qpuI3Q_jpPKACUqDxQ3oESsjd4DOCDemQxJDHceM4z2tcw4Mx3ZR5hvuK-NjIeeu8dY.s3kRWVcKMD5bHExq5wVZLibICG38qfrhNYbrp2BgKvU&dib_tag=se&qid=1737525701&s=computers&sr=1-14,2025-01-22 11:42:30,Lenovo,Lenovo,Lenovo ThinkPad,,Clamshell,,,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,,1 LR44 batteries required.,,Intel,Intel Core i5,1.6 GHz,1,,DDR3,DDR4 SDRAM,16 GB,512 GB,SSD,Serial ATA,Headphones,Basic built-in speakers,,Intel,Integrated,Shared,,Wi-Fi,802.11n,1,,,Windows,3 Hours,No,55 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 700 g,B0DMTPY8PJ,"3.4
155 ratings
3.4 out of 5 stars","#463 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1 in Renewed Black Friday and Cyber Monday Sale
#1 in Mega Offers on Renewed products
#7 in Traditional Laptops",12 November 2024,,,,1.00 count,,47.5 x 32.5 x 9.8 cm; 1.7 kg,,,,,,,,,,,1,,,
"HP 15S AMD Ryzen 5000 (16GB Ram/512GB SSD/Fhd/Windows 11/Ms Office 21/Backlit Keyboard/ 15.6"" (39.6 Cm)/Silver/2.21 Kg) Eq2305Au/Eq2182Au Laptop","42,990",https://www.amazon.in/HP-Windows-Keyboard-eq2305AU-eq2182au/dp/B0B4N77Y34/ref=sr_1_15?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2-noLsPm-EjcoJm2eoJ7rPZ-y-BQjwhI4FLv-Pu537t1MRlfUnOXdy0tUJJCVdbiZ2MTAhs9BO5djFBUCCogti-0GJgHLkhlDZfVepe_a8Kg05iqxqKAWXcE8Ie-KXe1zYbaTkZNvzagfGuyMhAfZVmW_Pb81tNcdis_dcKwoMCYmIXfTbq8vPfa9xwMK9qpuI3Q_jpPKACUqDxQ3oESsjd4DOCDemQxJDHceM4z2tcw4Mx3ZR5hvuK-NjIeeu8dY.s3kRWVcKMD5bHExq5wVZLibICG38qfrhNYbrp2BgKvU&dib_tag=se&qid=1737525701&s=computers&sr=1-15,2025-01-22 11:42:30,HP,HP,HP Laptop 15s-eq2182AU,"Silver, Ryzen 5 5500U",Ultra-Portable,18 Millimeters,24.2 Centimeters,39.6 Centimetres,1920 x 1080 pixel,1280 x 720 Pixels,35.8 x 24.2 x 1.8 cm; 1.7 kg,1 Lithium Ion batteries required. (included),eq2100 series,AMD,AMD Ryzen 5 5500U,4 GHz,1,16 GB,DDR4,,16 GB,512 GB,SSD,Solid State,"Headphones, Speakers",Dual speakers,AMD Radeon R5,AMD,Integrated,VRAM,Integrated,"Bluetooth, Miracast",,1,45 Volts,,Windows 11 Home,3 Hours,Yes,41 Watt Hours,3,"Laptop, Power Adapter",China,1 kg 700 g,B0B4N77Y34,"4.0
828 ratings
4.0 out of 5 stars","#822 in Computers & Accessories (See Top 100 in Computers & Accessories)
#21 in Traditional Laptops",21 June 2022,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",35.8 x 24.2 x 1.8 Centimeters,1 Pack,Laptop,,2,,,,,,,,,2 GB,,,PC,
"Lenovo LOQ 2024 AMD Ryzen 5 7235HS 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (12GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/100% sRGB/Office 21/3 Mon. Game Pass/Grey/2.4Kg), 83JC0031IN","63,480",https://www.amazon.in/Lenovo-7235HS-300Nits-Graphics-83JC0031IN/dp/B0D7VMYDJY/ref=sr_1_16?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2-noLsPm-EjcoJm2eoJ7rPZ-y-BQjwhI4FLv-Pu537t1MRlfUnOXdy0tUJJCVdbiZ2MTAhs9BO5djFBUCCogti-0GJgHLkhlDZfVepe_a8Kg05iqxqKAWXcE8Ie-KXe1zYbaTkZNvzagfGuyMhAfZVmW_Pb81tNcdis_dcKwoMCYmIXfTbq8vPfa9xwMK9qpuI3Q_jpPKACUqDxQ3oESsjd4DOCDemQxJDHceM4z2tcw4Mx3ZR5hvuK-NjIeeu8dY.s3kRWVcKMD5bHExq5wVZLibICG38qfrhNYbrp2BgKvU&dib_tag=se&qid=1737525701&s=computers&sr=1-16,2025-01-22 11:42:30,Lenovo,Lenovo,LOQ,Luna Grey,Gaming Laptop,,,15.6 Inches,1920 x 1080 pixel,1920 x 1080,,1 Lithium Polymer batteries required. (included),15ARP9,AMD,Ryzen 5,3.2 GHz,4,,DDR5,DDR5 RAM,32 GB,512 GB,SSD,,"Headphones, Speakers",2 x 2W speakers with Nahimic Audio & Sound Tracker,,NVIDIA,Dedicated,GDDR6,PCI Express,"Bluetooth, Wi-Fi",,,10.8 Volts,10 Watts,Windows 11,6 Hours,Yes,60 Watt Hours,4,"User Guide, Laptop, Power Adapter",China,2 kg 380 g,B0D7VMYDJY,"3.6
8 ratings
3.6 out of 5 stars","#797 in Computers & Accessories (See Top 100 in Computers & Accessories)
#18 in Traditional Laptops",24 June 2024,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,Laptop,54.1 x 35.79 x 8.8 cm; 2.38 kg,,Not Available,,4,,,,,,6 GB,,,,
"Lenovo V14 G3 Intel Core i5 12th Gen 1235U /16GB/512GB SSD/Intel UHD Graphics/Windows 11/ Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg","36,350",https://www.amazon.in/Lenovo-V14-G3-Graphics-Business/dp/B08HJWSGW6/ref=sr_1_17?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2-noLsPm-EjcoJm2eoJ7rPZ-y-BQjwhI4FLv-Pu537t1MRlfUnOXdy0tUJJCVdbiZ2MTAhs9BO5djFBUCCogti-0GJgHLkhlDZfVepe_a8Kg05iqxqKAWXcE8Ie-KXe1zYbaTkZNvzagfGuyMhAfZVmW_Pb81tNcdis_dcKwoMCYmIXfTbq8vPfa9xwMK9qpuI3Q_jpPKACUqDxQ3oESsjd4DOCDemQxJDHceM4z2tcw4Mx3ZR5hvuK-NjIeeu8dY.s3kRWVcKMD5bHExq5wVZLibICG38qfrhNYbrp2BgKvU&dib_tag=se&qid=1737525701&s=computers&sr=1-17,2025-01-22 11:42:30,Lenovo,Lenovo,G3,Grey,laptop,,,14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,1 AAA batteries required. (included),V14 G3 IAP,Intel,Core i5-1235U,1.3 GHz,10,,DDR4,DDR4 SDRAM,16 GB,512 GB,SSD,Solid State,Speakers,,Intel Integrated UHD Graphics,Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",5 GHz Radio Frequency,1,,,Windows 11 Pro,6 Hours,Yes,38 Watt Hours,2,LAPTOP,,1 kg 500 g,B08HJWSGW6,"3.5
13 ratings
3.5 out of 5 stars","#621 in Computers & Accessories (See Top 100 in Computers & Accessories)
#12 in Traditional Laptops",10 September 2024,Lenovo India Private Limited,Lenovo India Private Limited,,1 Count,Business Laptop,48.29 x 29.6 x 7 cm; 1.5 kg,1,No Optical Drive,4.4 GHz,2,,,2 Grams,,,8 GB,1,,,7200 RPM
"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/8 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","31,990",https://www.amazon.in/Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87/ref=sr_1_18?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2-noLsPm-EjcoJm2eoJ7rPZ-y-BQjwhI4FLv-Pu537t1MRlfUnOXdy0tUJJCVdbiZ2MTAhs9BO5djFBUCCogti-0GJgHLkhlDZfVepe_a8Kg05iqxqKAWXcE8Ie-KXe1zYbaTkZNvzagfGuyMhAfZVmW_Pb81tNcdis_dcKwoMCYmIXfTbq8vPfa9xwMK9qpuI3Q_jpPKACUqDxQ3oESsjd4DOCDemQxJDHceM4z2tcw4Mx3ZR5hvuK-NjIeeu8dY.s3kRWVcKMD5bHExq5wVZLibICG38qfrhNYbrp2BgKvU&dib_tag=se&qid=1737525701&s=computers&sr=1-18,2025-01-22 11:42:30,Acer,Acer,Aspire Lite,Steel Gray,Laptop,,,15.6 Inches,1920 x 1080 pixel,1920 x 1080,,1 Lithium Ion batteries required. (included),AL15-53,Intel,Core i3,3.3 GHz,1,8 GB,DDR4,DDR4 SDRAM,32 GB,,SSD,Solid State,,,Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1,240 Volts,45 Watt Hours,Windows 11 Home,8 Hours,Yes,36 Watt Hours,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",China,1 kg 600 g,B0DB1SDB87,"3.9
1,290 ratings
3.9 out of 5 stars","#889 in Computers & Accessories (See Top 100 in Computers & Accessories)
#22 in Traditional Laptops",21 July 2024,"ACER INDIA PRIVATE LIMITED, RS No.38/2, Sedarpet Village, Villanur Commune, Poducherry - 605111.","ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13, Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",,1 Count,Laptop,48.2 x 32 x 9.2 cm; 1.6 kg,2,,,2,,,0.5 Grams,3,,,,,,
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN","37,990",https://www.amazon.in/Lenovo-IdeaPad-Laptop-Windows-82R400ERIN/dp/B0CP2KRYLM/ref=sr_1_19?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2-noLsPm-EjcoJm2eoJ7rPZ-y-BQjwhI4FLv-Pu537t1MRlfUnOXdy0tUJJCVdbiZ2MTAhs9BO5djFBUCCogti-0GJgHLkhlDZfVepe_a8Kg05iqxqKAWXcE8Ie-KXe1zYbaTkZNvzagfGuyMhAfZVmW_Pb81tNcdis_dcKwoMCYmIXfTbq8vPfa9xwMK9qpuI3Q_jpPKACUqDxQ3oESsjd4DOCDemQxJDHceM4z2tcw4Mx3ZR5hvuK-NjIeeu8dY.s3kRWVcKMD5bHExq5wVZLibICG38qfrhNYbrp2BgKvU&dib_tag=se&qid=1737525701&s=computers&sr=1-19,2025-01-22 11:42:30,Lenovo,Lenovo,IdeaPad,Cloud Grey,Ultra-Portable,53.5 Centimeters,33.3 Centimeters,15.6 Inches,1366 x 768,1920 x 1080 Pixels,7.4 x 33.3 x 53.5 cm; 2.47 kg,1 Lithium Polymer batteries required. (included),82R400ERIN,AMD,Ryzen 5,2.1 GHz,6,16 GB,DDR4,DDR5 RAM,16 GB,512 GB,SSD,PCIE x 4,Speakers,"Stereo speakers, 1.5W x2, Dolby Audio",Integrated AMD Radeon Graphics,AMD,Integrated,Shared,Integrated,Wi-Fi,Bluetooth,1,,42 Watts,Windows 11 Home,10 Hours,Yes,42 Watt Hours,3,Laptop,China,2 kg 470 g,B0CP2KRYLM,"3.9
228 ratings
3.9 out of 5 stars","#992 in Computers & Accessories (See Top 100 in Computers & Accessories)
#25 in Traditional Laptops",27 November 2023,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",7.4 x 33.3 x 53.5 Centimeters,1 Piece,Laptop,,1,No Optical Drive,,2,,,,,,,,,,
"Dell 15 Thin & Light Laptop, Windows 11 Home, Intel Core i5-1235U Processor, 8GB RAM + 512GB SSD, 15.6"" FHD Window 11 + Mso '21, 15 Month Mcafee, Spill-Resistant Keyboard, Black, 1.66Kg","46,990",https://www.amazon.in/Dell-i5-1235U-Processor-Antivirus-Spill-Resistant/dp/B0CSG4G18G/ref=sr_1_20?dib=eyJ2IjoiMSJ9.1ANCWEr66Xy-wOdwxMqLkp3CuPgd7hLXDxrVC5MjMWRUFNJOyoULZ-txrj3zBiN36i26jiTmFD_RANUXO2YQSAIOWG4z-ssSb81QlmtF0I2-noLsPm-EjcoJm2eoJ7rPZ-y-BQjwhI4FLv-Pu537t1MRlfUnOXdy0tUJJCVdbiZ2MTAhs9BO5djFBUCCogti-0GJgHLkhlDZfVepe_a8Kg05iqxqKAWXcE8Ie-KXe1zYbaTkZNvzagfGuyMhAfZVmW_Pb81tNcdis_dcKwoMCYmIXfTbq8vPfa9xwMK9qpuI3Q_jpPKACUqDxQ3oESsjd4DOCDemQxJDHceM4z2tcw4Mx3ZR5hvuK-NjIeeu8dY.s3kRWVcKMD5bHExq5wVZLibICG38qfrhNYbrp2BgKvU&dib_tag=se&qid=1737525701&s=computers&sr=1-20,2025-01-22 11:42:30,Dell,Dell India Pvt Ltd,Vostro,Black,Laptop,23.5 Centimeters,35.8 Centimeters,15.6 Inches,1920 x 1080 pixel,1920 x 1080,2.2 x 35.8 x 23.5 cm; 1.66 kg,1 Lithium Ion batteries required. (included),Vostro,Intel,Core i5,4.4 GHz,1,8 GB,DDR4,DDR4 SDRAM,16 GB,512 GB,SSD,Solid State,Headphones,,Shared,Intel,Integrated,Shared,Integrated,Wi-Fi,"Bluetooth, 802.11ac",1,,41 Watt Hours,Windows 11 Home,7 Hours,Yes,41 Watt Hours,3,"Laptop, Battery, AC Adapter, User Guide, Manuals",China,1 kg 660 g,B0CSG4G18G,"3.7
674 ratings
3.7 out of 5 stars","#1,150 in Computers & Accessories (See Top 100 in Computers & Accessories)
#31 in Traditional Laptops",16 January 2024,Dell India Pvt Ltd,Dell India Pvt Ltd,22 x 358 x 235 Millimeters,1 Count,Laptop,,1,,,2,,,,,,,,,,
